epoch,train_loss,val_loss,precision,recall,f1_score,accuracy
1,0.32380000000000003,0.4704521894454956,0.4856396866840731,0.6283783783783784,0.5478645066273932,0.8962887646161668
2,0.0749111111111111,0.05250414088368416,0.9344262295081968,0.9628378378378378,0.9484193011647255,0.9903406202338587
3,0.04084444444444444,0.008159007877111435,1.0,0.9898648648648649,0.9949066213921902,0.9984748347737672
4,0.029562500000000005,0.008883657865226269,0.9833887043189369,1.0,0.9916247906197655,0.9974580579562786
5,0.02151111111111111,0.0037688694428652525,1.0,0.9966216216216216,0.9983079526226735,0.9994916115912558
6,0.01761111111111111,0.0044939457438886166,0.9932432432432432,0.9932432432432432,0.9932432432432432,0.9984748347737672
7,0.016888888888888887,0.017623087391257286,0.9898648648648649,0.9898648648648649,0.9898648648648649,0.99644128113879
8,N/A,0.020764915272593498,0.9932203389830508,0.973421926910299,0.9832214765100672,0.9944077275038129
